Template,Query,Aligned length,RMSD,SeqID,TMScore
8AIM_A,g244,48,3.34,0.021,0.36335
8AIM_A,g246,48,4.33,0.083,0.29201
8AIM_A,g247,60,4.25,0.083,0.39224
8AIM_A,g250,66,4.04,0.045,0.42844
8AIM_A,g251,62,3.47,0.129,0.45554
8AIM_A,g252,52,4.66,0.115,0.32255
8AIM_A,g253,53,4.55,0.038,0.33525
8AIM_A,g261,56,4.35,0.054,0.32973
8AIM_A,g262,31,3.33,0.000,0.24198
8AIM_A,g263,55,3.58,0.109,0.40354
8AIM_A,g264,45,3.87,0.044,0.30085
8AIM_A,g265,30,3.46,0.033,0.24580
8AIM_A,g266,49,3.95,0.020,0.30797
8AIM_A,g267,66,4.17,0.091,0.40527
8AIM_A,g269,61,4.35,0.082,0.39527
8AIM_A,g270,70,3.84,0.086,0.44400
8AIM_A,g271,59,4.37,0.034,0.34014
8AIM_A,g272,56,4.55,0.071,0.31555
8AIM_A,g273,54,4.28,0.074,0.32269
8AIM_A,g274,62,4.42,0.032,0.36972
8AIM_A,g275,43,3.99,0.070,0.29177
8AIM_A,g276,54,4.37,0.074,0.34323
8AIM_A,g277,54,4.92,0.074,0.28927
8AIM_A,g278,48,5.10,0.042,0.25697
8AIM_A,g279,57,4.21,0.158,0.34745
8AIM_A,g280,40,3.85,0.075,0.29045
8AIM_A,g281,38,3.84,0.132,0.27455
8AIM_A,g282,50,4.56,0.020,0.29953
8AIM_A,g283,54,3.81,0.111,0.33916
8AIM_A,g284,52,4.85,0.058,0.28435
8AIM_A,g285,52,4.35,0.077,0.34029
8AIM_A,g286,57,4.18,0.088,0.34321
8AIM_A,g287,53,3.57,0.057,0.38661
8AIM_A,g289,58,3.90,0.103,0.37388
8AIM_A,g290,43,3.57,0.116,0.32449
8AIM_A,g291,42,3.74,0.048,0.26833
8AIM_A,g292,46,4.21,0.109,0.27112
8AIM_A,g293,54,4.52,0.056,0.30379
8AIM_A,g296,70,3.88,0.029,0.45717
8AIM_A,g297,52,4.98,0.077,0.29076
8AIM_A,g298,64,3.31,0.141,0.48729
8AIM_A,g299,35,3.49,0.086,0.27665
8AIM_A,g300,53,4.17,0.094,0.31659
8AIM_A,g301,59,4.13,0.068,0.37476
8AIM_A,g302,24,3.17,0.208,0.19838
8AIM_A,g303,52,4.53,0.038,0.30617
8AIM_A,g304,59,4.51,0.136,0.34961
8AIM_A,g305,70,4.37,0.057,0.40644
8AIM_A,g306,26,2.78,0.077,0.22338
8AIM_A,g307,59,4.27,0.051,0.35604
8AIM_A,g308,42,3.80,0.071,0.29517
8AIM_A,g309,51,4.55,0.039,0.28300
8AIM_A,g311,60,4.70,0.117,0.34089
8AIM_A,g312,15,1.22,0.067,0.16204
8AIM_A,g313,52,3.25,0.077,0.41027
8AIM_A,g314,60,4.29,0.067,0.36711
8AIM_A,g315,15,1.19,0.067,0.16238
8AIM_A,g316,32,4.02,0.000,0.22506
8AIM_A,g317,34,3.79,0.147,0.23922
8AIM_A,g326,54,4.62,0.093,0.30897
8AIM_A,g328,49,4.23,0.041,0.28698
8AIM_A,g329,60,4.48,0.050,0.35920
8AIM_A,g331,57,3.81,0.105,0.38736
8AIM_A,g332,73,4.18,0.041,0.46143
8AIM_A,g333,53,3.48,0.132,0.38421
8AIM_A,g334,46,4.07,0.065,0.32168
8AIM_A,g335,37,3.93,0.000,0.24590
8AIM_A,g336,53,3.38,0.038,0.40994
8AIM_A,g337,71,4.23,0.070,0.44166
8AIN_B,g006,43,3.49,0.093,0.29642
8AIN_B,g014,25,2.55,0.000,0.18666
8AIN_B,g045,61,5.36,0.016,0.28157
8AIN_B,g047,63,4.02,0.048,0.33868
8AIN_B,g048,65,5.15,0.015,0.30719
8AIN_B,g049,68,4.40,0.059,0.37008
8AIN_B,g055,62,4.91,0.032,0.28906
8AIN_B,g056,85,5.25,0.047,0.37573
8AIN_B,g057,65,4.69,0.031,0.31387
8AIN_B,g059,67,4.04,0.104,0.38865
8AIN_B,g060,65,4.49,0.062,0.32501
8AIN_B,g061,82,5.06,0.037,0.36305
8AIN_B,g062,28,2.94,0.071,0.19626
8AIN_B,g064,57,4.40,0.018,0.30747
8AIN_B,g065,37,3.59,0.108,0.21753
8AIN_B,g067,14,0.52,0.071,0.12850
8AIN_B,g068,75,5.24,0.080,0.32103
8AIN_B,g069,52,3.78,0.058,0.29911
8AIN_B,g070,77,4.68,0.065,0.37972
8AIN_B,g071,53,3.27,0.094,0.36140
8AIN_B,g072,60,5.41,0.100,0.25168
8AIN_B,g076,53,4.07,0.094,0.32638
8AIN_B,g077,58,4.46,0.121,0.29961
8AIN_B,g078,60,4.89,0.100,0.28704
8AIN_B,g079,79,4.96,0.063,0.36165
8AIN_B,g082,58,3.80,0.138,0.34029
8AIN_B,g084,62,4.49,0.081,0.32528
8AIN_B,g085,75,5.02,0.053,0.34648
8AIN_B,g086,56,5.06,0.036,0.28158
8AIN_B,g087,64,5.02,0.031,0.29637
8AIN_B,g089,65,4.85,0.046,0.31966
8AIN_B,g092,55,4.02,0.018,0.30696
8AIN_B,g093,66,4.70,0.076,0.31820
8AIN_B,g094,65,4.79,0.031,0.29728
8AIN_B,g095,63,4.31,0.079,0.33167
8AIN_B,g096,70,5.28,0.157,0.33541
8AIN_B,g097,71,5.59,0.070,0.29801
8AIN_B,g098,44,3.06,0.023,0.29096
8AIN_B,g100,71,4.12,0.085,0.39355
8AIN_B,g101,48,4.31,0.021,0.27489
8AIN_B,g102,63,4.30,0.048,0.33600
8AIN_B,g103,78,5.02,0.064,0.35834
8AIN_B,g106,14,0.46,0.214,0.12897
8AIN_B,g107,52,4.88,0.058,0.23971
8AIN_B,g112,47,4.05,0.106,0.27572
8AIN_B,g117,14,0.61,0.071,0.12771
8AIN_B,g119,59,4.30,0.034,0.32069
8AIN_B,g121,76,5.62,0.066,0.32266
8AIN_B,g122,78,4.75,0.103,0.37208
8AIN_B,g124,58,4.90,0.034,0.28778
8AIN_B,g128,81,5.02,0.086,0.37849
8AIN_B,g130,53,5.18,0.113,0.23707
8AIN_B,g131,50,4.23,0.100,0.27698
8AIN_B,g132,57,3.72,0.070,0.34585
8AIN_B,g133,65,5.01,0.092,0.30560
8AIN_B,g134,50,3.79,0.120,0.29276
8AIN_B,g135,70,4.67,0.100,0.34031
8AIN_B,g142,58,4.58,0.017,0.29941
8AIN_B,g143,58,5.08,0.103,0.27220
8AIN_B,g144,65,5.43,0.092,0.29290
8AIN_B,g145,62,4.34,0.129,0.32941
8AIN_B,g146,66,4.94,0.045,0.30928
8AIN_B,g147,60,5.18,0.083,0.28737
8AIN_B,g149,77,5.08,0.039,0.35204
8AIN_B,g150,73,4.15,0.068,0.39659
8AIN_B,g151,82,4.35,0.073,0.45239
8AIN_B,g153,44,4.42,0.136,0.23681
8AIN_B,g154,66,4.69,0.061,0.32181
8AIN_B,g155,36,4.47,0.000,0.20419
8AIN_B,g156,59,4.40,0.051,0.31903
8AIN_B,g158,47,4.37,0.064,0.23641
8AIN_B,g160,61,4.59,0.066,0.32900
8AIN_B,g162,55,4.34,0.091,0.29426
8AIN_B,g163,52,4.73,0.077,0.26364
8AIN_B,g164,60,4.29,0.000,0.30869
8AIN_B,g165,21,2.63,0.000,0.15862
8AIN_B,g166,14,0.50,0.000,0.12866
8AIN_B,g167,63,4.41,0.048,0.33220
8AIN_B,g169,49,4.99,0.061,0.25616
8AIN_B,g170,77,5.25,0.078,0.32503
8AIN_B,g171,84,4.27,0.095,0.46349
8AIN_B,g172,32,3.19,0.094,0.22265
8AIN_B,g173,62,4.60,0.032,0.31876
8AIN_B,g174,64,4.83,0.078,0.31821
8AIN_B,g176,61,3.80,0.016,0.36120
8AIN_B,g177,68,4.89,0.088,0.32443
8AIN_B,g178,66,4.89,0.030,0.32198
8AIN_B,g179,58,4.93,0.103,0.27980
8AIN_B,g180,14,0.57,0.000,0.12808
8AIN_B,g181,28,3.13,0.036,0.17737
8AIN_B,g187,58,5.40,0.017,0.24973
8AIN_B,g188,14,0.55,0.071,0.12824
8AIN_B,g189,35,3.35,0.029,0.23221
8AIN_B,g190,51,4.89,0.078,0.25672
8AIN_B,g191,63,4.98,0.079,0.30253
8AIN_B,g192,46,5.03,0.109,0.22201
8AIN_B,g194,67,4.45,0.104,0.36206
8AIN_B,g195,64,4.56,0.031,0.32187
8AIN_B,g196,73,4.87,0.082,0.35241
8AIN_B,g197,53,4.26,0.075,0.28404
8AIN_B,g199,55,4.48,0.055,0.30550
8AIN_B,g201,14,0.54,0.000,0.12833
8AIN_B,g202,63,4.79,0.063,0.30221
8AIN_B,g203,66,4.78,0.106,0.32521
8AIN_B,g204,68,4.59,0.059,0.35736
8AIN_B,g205,58,4.09,0.069,0.31702
8AIN_B,g206,62,5.05,0.048,0.29942
8AIN_B,g207,80,5.00,0.075,0.36504
8AIN_B,g208,78,4.45,0.090,0.39193
8AIN_B,g210,59,4.27,0.034,0.32856
8AIN_B,g211,73,4.78,0.055,0.37830
8AIN_B,g212,59,4.93,0.186,0.28325
8AIN_B,g213,68,4.95,0.044,0.31819
8AIN_B,g214,50,4.38,0.080,0.25908
8AIN_B,g215,41,3.75,0.098,0.24442
8AIN_B,g216,43,4.20,0.070,0.22973
8AIN_B,g217,14,0.53,0.071,0.12840
8AIN_B,g218,58,5.19,0.069,0.26693
8AIN_B,g219,73,5.46,0.082,0.30816
8AIN_B,g224,65,5.37,0.015,0.29100
8AIN_B,g225,60,4.45,0.117,0.30910
8AIN_B,g227,59,3.82,0.102,0.34191
8AIN_B,g228,53,4.72,0.094,0.25772
8AIN_B,g229,47,4.82,0.064,0.25479
8AIN_B,g230,84,4.40,0.071,0.45426
8AIN_B,g231,68,4.32,0.088,0.34872
8AIN_B,g232,14,1.67,0.000,0.11978
8AIN_B,g233,72,5.50,0.028,0.31058
8AIN_B,g234,72,4.98,0.083,0.33616
8AIN_B,g235,36,5.37,0.056,0.16872
8AIN_B,g236,27,5.22,0.037,0.13071
8AIN_B,g237,62,4.40,0.081,0.33235
8AIN_B,g239,42,3.36,0.143,0.27305
8AIN_B,g240,53,3.73,0.113,0.33003
8AIN_B,g241,56,4.43,0.071,0.29980
8AIN_B,g242,34,4.06,0.088,0.19986
8AIN_B,g243,70,4.30,0.057,0.36568
8AIN_B,g244,63,4.69,0.143,0.31315
8AIN_B,g246,66,5.02,0.045,0.29998
8AIN_B,g247,69,5.01,0.058,0.32276
8AIN_B,g250,79,4.42,0.076,0.41895
8AIN_B,g251,69,4.33,0.058,0.37126
8AIN_B,g252,51,4.71,0.078,0.26204
8AIN_B,g253,64,4.87,0.062,0.28520
8AIN_B,g261,63,4.93,0.063,0.28810
8AIN_B,g262,37,3.73,0.054,0.21340
8AIN_B,g263,59,4.09,0.068,0.34507
8AIN_B,g264,45,3.88,0.044,0.26110
8AIN_B,g265,52,5.26,0.038,0.22661
8AIN_B,g266,47,4.99,0.128,0.23667
8AIN_B,g267,79,4.38,0.051,0.43865
8AIN_B,g269,54,4.38,0.074,0.29540
8AIN_B,g270,88,4.77,0.011,0.43006
8AIN_B,g271,66,4.61,0.000,0.36512
8AIN_B,g272,67,5.41,0.030,0.28932
8AIN_B,g273,63,4.82,0.032,0.30701
8AIN_B,g274,68,4.82,0.103,0.32659
8AIN_B,g275,51,4.53,0.020,0.26233
8AIN_B,g276,62,4.31,0.048,0.32982
8AIN_B,g277,52,4.36,0.096,0.26604
8AIN_B,g278,50,5.47,0.140,0.21867
8AIN_B,g279,58,4.44,0.138,0.30474
8AIN_B,g280,56,4.58,0.089,0.29500
8AIN_B,g281,52,4.86,0.077,0.24589
8AIN_B,g282,61,4.78,0.049,0.31409
8AIN_B,g283,61,4.94,0.082,0.29630
8AIN_B,g284,46,3.60,0.065,0.28939
8AIN_B,g285,60,4.30,0.067,0.34918
8AIN_B,g286,70,5.25,0.043,0.30922
8AIN_B,g287,54,4.23,0.093,0.28823
8AIN_B,g289,61,4.10,0.066,0.33469
8AIN_B,g290,54,4.74,0.074,0.26276
8AIN_B,g291,46,4.40,0.130,0.24762
8AIN_B,g292,56,4.81,0.036,0.28095
8AIN_B,g293,59,5.23,0.068,0.27239
8AIN_B,g296,70,3.85,0.014,0.43234
8AIN_B,g297,52,4.70,0.038,0.25619
8AIN_B,g298,65,3.61,0.077,0.41158
8AIN_B,g299,55,4.73,0.055,0.27207
8AIN_B,g300,66,4.79,0.061,0.33040
8AIN_B,g301,64,5.15,0.094,0.28843
8AIN_B,g302,36,4.58,0.111,0.19421
8AIN_B,g303,64,4.45,0.031,0.35526
8AIN_B,g304,61,4.42,0.082,0.32106
8AIN_B,g305,66,4.54,0.167,0.35531
8AIN_B,g306,39,4.43,0.077,0.19497
8AIN_B,g307,59,4.92,0.119,0.29062
8AIN_B,g308,47,4.09,0.064,0.26331
8AIN_B,g309,49,4.14,0.061,0.26979
8AIN_B,g311,71,5.22,0.085,0.30497
8AIN_B,g312,14,0.55,0.071,0.12825
8AIN_B,g313,53,4.32,0.057,0.28929
8AIN_B,g314,69,5.10,0.029,0.31432
8AIN_B,g315,14,0.56,0.071,0.12808
8AIN_B,g316,35,4.42,0.000,0.17871
8AIN_B,g317,37,4.28,0.135,0.20821
8AIN_B,g326,50,4.13,0.120,0.28380
8AIN_B,g328,67,4.96,0.015,0.33916
8AIN_B,g329,69,4.87,0.072,0.31208
8AIN_B,g331,75,5.05,0.053,0.33991
8AIN_B,g332,88,5.08,0.091,0.39905
8AIN_B,g333,63,4.52,0.048,0.32061
8AIN_B,g334,80,5.14,0.100,0.36129
8AIN_B,g335,60,5.12,0.100,0.27441
8AIN_B,g336,65,4.90,0.108,0.30459
8AIN_B,g337,75,4.63,0.067,0.38196
